Life expectancy,Year,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles,BMI,under-five deaths,Polio,Total expenditure,Diphtheria,HIV/AIDS,GDP,Population,thinness  1-19 years,thinness 5-9 years,Income composition of resources,Schooling
64.3,2011,268,3,7.8,7.9,82,79,32.5,4,85,8.8,82,4.7,57,2215621,9.9,9.9,0.6,11.5
63,2010,299,3,7.6,719.6,83,3138,31.8,4,83,7.9,83,6.2,5191.6,217317,1.4,1.4,0.6,11.4
62.4,2009,36,3,8,575.7,79.5,4076,31,4,83,8.5,83,8.7,4153.5,21374,1.9,1.9,0.6,11.4
61.7,2008,317,3,6.3,59.6,79.5,0,3.2,4,83,7.2,83,11.7,429.7,216375,11.5,11.4,0.6,11.3
60,2007,356,3,5.1,62.1,79.5,21,29.4,4,81,7,86,15.2,422.5,279915,12,12,0.6,11.3
57,2006,431,3,4.9,459.2,79.5,3,28.7,4,74,7.2,86,19.2,3881.3,255734,12.6,12.6,0.6,11.4
55.1,2005,477,3,4.9,457.7,79.5,4,27.9,4,86,7.3,86,22.1,3573.1,232196,13.1,13.1,0.6,11.6
54.7,2004,483,3,4.8,368.3,79.5,4,27.2,4,81,6.5,81,24,3288.3,29228,13.7,13.7,0.6,11.7
55,2003,471,3,5.3,294.7,79.5,262,26.5,4,82,6.5,79,24.7,2482.4,1986535,14.2,14.3,0.6,11.7
55.7,2002,452,3,5.1,203.7,79.5,1278,25.8,4,78,6.2,77,24.6,1713.5,1962147,14.7,14.8,0.6,11.8
56.5,2001,426,3,5.1,205.8,79.5,416,25.1,4,79,6.2,78,23.9,1834.3,1933596,15.2,15.4,0.6,11.7
57.4,2000,41,3,5.7,35.8,79.5,469,24.5,4,8,6.1,79,22.8,258,1899257,15.7,15.9,0.6,11.5
69.3,2013,168.8,0,0,15.6,87,0,87.3,0,87,4.7,87,0.1,136.2,13452239.1,0.1,0.1,0.6,9.6
69.2,2015,165,17,4.3,0,91,1599,19.1,21,9,6.1,91,0.1,743.8,28656282,15.7,16.1,0.6,12.2
69.6,2014,158,18,0,8.5,92,1279,18.5,22,92,5.8,92,0.1,76.2,28323241,15.9,16.3,0.6,12.4
69.3,2013,162,19,0.3,80.2,92,1861,18,24,92,5.7,92,0.1,688.6,2798531,16.1,16.5,0.5,12.3
68.9,2012,167,20,0.3,80.6,9,3362,17.4,25,9,5.9,9,0.2,681.8,27649925,16.3,16.7,0.5,12.3
68.4,2011,172,22,0.3,112.1,92,2359,16.9,27,92,6.7,92,0.2,692.1,27327147,16.5,16.9,0.5,12
68,2010,178,23,0.2,84.6,82,190,16.4,30,83,6.4,82,0.2,592.2,2723137,16.7,17.2,0.5,11.1
67.5,2009,183,25,0.2,6.2,89,189,15.9,32,93,6.4,89,0.2,48.7,2674113,16.9,17.4,0.5,10.5
67,2008,189,27,0.2,70.3,82,2089,15.4,35,82,6.4,82,0.2,473.8,26475859,17,17.6,0.5,10.1
66.6,2007,194,29,0.2,52.2,82,1415,14.9,38,82,5.8,82,0.2,393.9,26214847,17.2,17.8,0.5,10
66,2006,21,31,0.2,45.9,69,2838,14.4,41,91,5.7,89,0.2,348.6,2594618,17.4,18,0.5,9.6
65.4,2005,28,33,0.2,4.3,41,5023,13.9,44,78,5.7,75,0.2,317.9,2564287,17.6,18.2,0.5,9.4
64.7,2004,218,35,0.2,31.9,27,12074,13.4,47,8,5.8,8,0.2,287.4,2539449,17.8,18.4,0.5,9.3
64.3,2003,22,38,0.2,2.8,2,13344,12.9,50,76,5.5,78,0.1,253.7,2495623,18,18.6,0.5,9.2
63.1,2002,238,40,0.2,23.2,79.5,6749,12.4,54,72,5.6,72,0.1,246.4,24566342,18.2,18.8,0.4,8.6
63.2,2001,23,43,0.1,21.9,79.5,10849,11.9,58,73,5.4,72,0.1,248.6,24161777,18.3,19,0.4,9
62.5,2000,238,46,0.1,17.9,79.5,9397,11.4,62,74,5.4,74,0.1,231.4,2374911,18.5,19.2,0.4,8.9
81.9,2015,57,1,4.3,0,94,7,62.1,1,95,6.1,95,0.1,44292.9,16939923,1,0.9,0.9,18.1
81.7,2014,58,1,0,1491.7,92,140,61.6,1,96,1.9,96,0.1,52157.5,168658,1,0.9,0.9,18.1
81.4,2013,6,1,8.7,1475,51,2632,61,1,97,11.4,97,0.1,51574.5,1684432,1,0.9,0.9,18.1
81.1,2012,62,1,9.1,1162.7,2,10,6.5,1,97,11.1,97,0.1,49474.8,16754962,1,0.9,0.9,18.1
81.1,2011,63,1,9,1047.4,2,51,59.9,1,97,1.5,97,0.1,5354.7,1669374,1,0.9,0.9,17.2
88,2010,64,1,9.3,1035.6,79.5,15,59.3,1,97,1.5,97,0.1,5338.3,16615394,1,0.9,0.9,17
86,2009,65,1,9.2,96.9,79.5,15,58.6,1,97,1.3,97,0.1,519.3,1653388,1,0.9,0.9,16.9
83,2008,68,1,9.6,10873.4,79.5,109,57.9,1,97,9.6,97,0.1,56928.8,16445593,1,0.9,0.9,16.8
82,2007,68,1,9.5,9689.7,79.5,10,57.3,1,97,9.4,97,0.1,51241.3,16381696,1,1,0.9,16.6
79.8,2006,71,1,9.8,8344,79.5,1,56.5,1,96,9.4,96,0.1,44454,1634611,1,1,0.9,16.5
79.4,2005,72,1,9.7,6577.5,79.5,4,55.8,1,96,9.6,96,0.1,41577.2,16319868,1,1,0.9,16.4
79.2,2004,77,1,9.6,5170.1,79.5,11,55,1,98,8.5,98,0.1,39954.6,16281779,1,1,0.9,16.5
78.7,2003,8,1,9.6,4472.6,79.5,4,54.2,1,98,8.5,98,0.1,35245.2,1622532,1.1,1,0.9,16.5
78.4,2002,81,1,9.7,3455.2,79.5,3,53.4,1,97,8.3,97,0.1,28817.3,16148929,1.1,1,0.9,16.9
78.3,2001,82,1,10,3054.5,79.5,0,52.6,1,97,7.8,97,0.1,26584.1,164618,1.1,1.1,0.9,16.7
78.1,2000,84,1,10.1,2944.6,79.5,1019,51.8,1,97,7.4,97,0.1,25921.1,15925513,1.1,1.1,0.9,16.5
81.6,2015,66,0,8.7,0,92,10,67.5,0,92,6.1,92,0.1,3821.9,13452239.1,0.4,0.3,0.9,19.2
81.5,2014,67,0,9.1,1040.3,93,280,66.9,0,93,11.3,93,0.1,4453.2,13452239.1,0.4,0.3,0.9,19.2
81.3,2013,69,0,9.2,10019.1,93,8,66.4,0,92,11.2,92,0.1,42889.9,13452239.1,0.3,0.3,0.9,19.3
81.1,2012,7,0,9.2,924.6,93,68,65.9,0,93,11.5,93,0.1,3997.3,13452239.1,0.3,0.3,0.9,19.5
86,2011,72,0,9.5,8342.4,95,597,65.3,0,95,11.2,95,0.1,38426.6,13452239.1,0.3,0.3,0.9,19.7
89,2010,71,0,9.6,6664.1,9,43,64.8,0,93,11.2,93,0.1,33691.3,13452239.1,0.3,0.3,0.9,20.3
85,2009,73,0,9.2,63.6,93,198,64.3,0,92,11.2,92,0.1,282.9,13452239.1,0.3,0.3,0.9,19.3
81,2008,75,0,9.5,6761.3,9,0,63.8,0,89,1.7,89,0.1,31287.8,13452239.1,0.3,0.3,0.9,19.5
81,2007,76,0,9.2,606.3,88,25,63.2,0,88,8.4,88,0.1,3259.7,13452239.1,0.3,0.3,0.9,19.2
79.9,2006,76,0,9.3,496.2,87,20,62.6,0,89,8.7,89,0.1,2667.9,13452239.1,0.3,0.3,0.9,19.1
79.9,2005,78,0,9.3,491.1,87,20,62.1,0,89,8.3,89,0.1,2775.9,13452239.1,0.3,0.3,0.9,18.9
79.2,2004,79,0,9.2,442.4,88,33,61.5,0,87,7.9,89,0.1,2542.4,13452239.1,0.3,0.3,0.9,18.4
79.1,2003,82,0,8.9,3661.8,89,66,6.9,0,86,7.7,9,0.1,21913.8,13452239.1,0.3,0.3,0.9,18.2
78.7,2002,83,0,9.1,2892.3,89,21,6.3,0,84,7.9,9,0.1,16874.3,13452239.1,0.3,0.3,0.9,17.5
78.5,2001,83,0,8.8,2206,9,65,59.6,0,82,7.6,9,0.1,13882.9,13452239.1,0.3,0.3,0.9,17.4
78.6,2000,87,0,8.9,2143,9,65,58.9,0,82,7.5,9,0.1,13641.1,13452239.1,0.3,0.3,0.9,17.2
74.8,2015,145,2,4.3,0,98,0,54,2,99,6.1,98,0.1,296,68235,1.8,1.7,0.6,11.7
74.5,2014,148,2,3.6,473.1,98,0,53.2,3,99,9.4,98,0.1,1975.5,613997,1.8,1.7,0.6,11.6
73.9,2013,157,2,3.6,366.5,98,0,52.4,3,99,8.4,98,0.1,1847.2,5945747,1.8,1.7,0.6,11.5
73.9,2012,157,2,3.6,334.8,98,0,51.7,3,99,8.4,98,0.1,1792.4,587718,1.8,1.7,0.6,11.5
74.5,2011,147,3,3.4,321.6,98,0,5.9,3,99,6.4,98,0.1,1683,58782,1.8,1.8,0.6,11.5
73.2,2010,154,3,3.4,302.7,98,0,5.2,3,99,6.6,98,0.1,1526.5,5737723,1.9,1.8,0.6,11.4
73.2,2009,163,3,3.4,292.8,98,0,49.4,3,99,6.8,98,0.2,1464.5,5666581,1.9,1.8,0.6,11.3
72.5,2008,169,3,3.6,275.1,97,0,48.6,3,97,7,97,0.2,1518.9,559456,1.9,1.8,0.6,11.1
72.5,2007,173,3,3.8,253,93,0,47.9,4,93,6.9,93,0.2,1344.3,552216,2,1.9,0.6,11
73,2006,17,3,3.7,21.4,88,0,47.1,4,88,6.3,88,0.3,125,545211,2,1.9,0.6,11
71.2,2005,194,3,3.7,218.6,86,0,46.4,4,87,6.1,86,0.3,1175.1,5379328,2,1.9,0.6,11
71,2004,194,4,3.8,36.8,79,0,45.7,4,8,6.1,79,0.3,191.6,53973,2.1,2,0.6,11
76,2003,198,4,3.8,2.5,86,0,44.9,5,86,6.1,86,0.3,115.6,524879,2.1,2,0.6,11
75,2002,197,4,3.5,2.1,85,0,44.2,5,85,5.7,85,0.4,11.1,5171734,2.2,2.1,0.6,10.7
73,2001,193,4,3.5,22.4,87,0,43.5,5,89,5.3,87,0.4,143.7,5175,2.2,2.1,0.6,10.4
73,2000,192,4,3.6,15.3,83,0,42.8,5,85,5.4,83,0.4,116.3,526796,2.2,2.1,0.6,10.1
61.8,2015,22,49,4.3,0,65,7693,19.3,87,65,6.1,65,0.4,359,19896965,9.6,9.4,0.4,5.4
61.4,2014,223,49,0,3.3,68,1142,18.9,88,67,5.8,68,0.5,43.6,19148219,9.8,9.6,0.3,5.3
69,2013,227,49,0,31.5,67,1224,18.5,89,56,5.9,67,0.6,416.1,18426372,1,9.9,0.3,5.3
63,2012,232,49,0,29.8,71,272,18.1,90,71,6.1,71,0.7,391.5,17731634,1.3,1.1,0.3,5.1
59.4,2011,241,50,0.2,32.2,75,771,17.7,93,4,6.7,75,0.7,375.6,1764636,1.5,1.3,0.3,4.8
58.2,2010,252,50,0.1,5.9,7,372,17.3,95,75,6.4,7,0.9,348.2,16425578,1.7,1.6,0.3,4.5
57.1,2009,263,51,0.1,5.7,71,801,16.9,99,71,7,71,1.1,341.3,15813913,11,1.8,0.3,4.2
56,2008,272,52,0.1,40.4,79.5,1317,16.5,102,68,6.8,67,1.3,354.8,15228525,11.2,11,0.3,4
55.2,2007,276,53,0.1,35.8,79.5,282,16.1,106,57,6.9,57,1.4,292.6,14668338,11.4,11.3,0.3,3.8
54.5,2006,277,54,0.1,43.4,79.5,59,15.7,110,52,7.4,51,1.5,258.5,1413264,11.6,11.5,0.3,3.7
53.7,2005,278,55,0.1,3.8,79.5,2183,15.4,114,46,7.2,45,1.6,25.4,13618449,11.9,11.8,0.3,3.5
52.9,2004,279,56,0.1,20.9,79.5,63057,15,118,45,6.6,43,1.6,232.6,1312712,12.1,12,0.3,3.1
52.1,2003,28,56,0.1,20.3,79.5,54190,14.6,121,44,6.2,41,1.6,215.9,1265687,12.3,12.2,0.3,3
51.4,2002,282,57,0.1,17.6,79.5,31584,14.3,124,43,6.6,39,1.6,177.8,12262,12.5,12.5,0.3,2.9
56,2001,283,57,0.1,1.8,79.5,61208,13.9,127,42,7.1,36,1.6,165.3,11771976,12.7,12.7,0.3,2.9
50,2000,284,58,0.1,13.4,79.5,21319,13.6,128,41,6.1,34,1.5,158.5,11352973,12.8,12.9,0.3,2.8
54.5,2015,344,483,4.3,0,49,12423,25.4,747,49,6.1,49,3.7,2655.2,181181744,9.8,9.7,0.5,10
53.6,2014,362,490,0,263.2,49,6855,24.7,759,49,3.7,49,3.9,3221.7,1764652,1.1,9.9,0.5,10
53.2,2013,367,498,8.3,194.2,46,52852,24.1,773,46,3.7,46,3.9,2997,17182933,1.4,1.2,0.5,9.8
52.7,2012,374,505,8.5,204.7,42,6447,23.5,788,42,3.3,42,4.4,2755.3,167297284,1.7,1.6,0.5,9.7
52.3,2011,375,513,8.8,187.6,46,18843,22.8,802,48,3.7,48,4.7,2527.9,16287776,11,1.9,0.5,9.6
52,2010,374,521,8.9,133.1,49,8491,22.2,817,54,3.5,54,4.8,2327.3,158578261,11.3,11.2,0.5,9.5
51.6,2009,376,527,9.1,14.6,63,1272,21.6,832,66,4.2,63,4.9,197.7,15442181,11.7,11.6,0.5,9.3
59,2008,386,536,9.3,105.6,41,9960,21,848,6,4,53,5,1383.9,1534739,12,11.9,0.5,9.2
55,2007,388,542,9.6,104.5,42,2613,2.4,863,54,4.5,42,5.2,1136.8,14641724,12.3,12.3,0.5,9.1
49.8,2006,396,549,9.7,10.4,27,704,19.9,879,46,3.7,4,5.3,119.7,14261494,12.6,12.6,0.5,9
49.2,2005,4,556,9.7,6.4,18,110927,19.3,893,45,4.1,36,5.4,87.9,138939478,12.9,12.9,0.5,8.9
48.5,2004,47,563,9.8,57.2,79.5,31521,18.8,907,43,4.3,33,5.4,648.8,135393616,13.2,13.2,0.4,8.5
48.1,2003,41,567,9.8,30.2,79.5,141258,18.3,918,42,4.5,29,5.4,512.7,131972533,13.5,13.6,0,8.1
47.7,2002,49,571,9.6,17.1,79.5,42007,17.8,928,4,2.4,25,5.3,459.5,12866671,13.8,13.8,0,7.7
47.4,2001,48,574,9.6,15.8,79.5,168107,17.3,936,36,3.3,27,5.1,351.8,125463434,14.1,14.1,0,8
47.1,2000,45,576,9.2,22.5,79.5,212183,16.9,943,31,2.8,29,4.9,379.1,1223529,14.3,14.4,0,7.6
69.3,2013,168.8,0,0,0,99,0,77.3,0,99,7.2,99,0.1,6938.3,13452239.1,0.1,0.1,0.6,12.2
81.8,2015,59,0,6,0,79.5,14,61.2,0,95,6.1,95,0.1,7455.2,518867,0.8,0.7,0.9,17.7
81.6,2014,61,0,6.1,177.6,79.5,3,6.8,0,93,9.7,93,0.1,975.5,5137232,0.8,0.7,0.9,17.7
81.5,2013,62,0,6.2,234.8,79.5,8,6.3,0,94,9.4,94,0.1,1291.4,579623,0.8,0.7,0.9,17.5
81.3,2012,61,0,6.2,2094.2,79.5,4,59.8,0,95,9.2,95,0.1,11563.7,518573,0.7,0.7,0.9,17.6
81.1,2011,67,0,6.5,277.4,79.5,39,59.4,0,94,9.1,94,0.1,1575,495388,0.7,0.7,0.9,17.6
81,2010,66,0,6.6,15268.1,79.5,3,58.9,0,93,9.3,93,0.1,87646.8,4889252,0.7,0.7,0.9,17.4
89,2009,67,0,6.7,142.4,79.5,2,58.5,0,94,9.5,94,0.1,817.8,4828726,0.7,0.7,0.9,17.4
86,2008,67,0,6.8,1707.1,79.5,4,58,0,94,8.4,94,0.1,9688.6,4768212,0.7,0.7,0.9,17.6
85,2007,67,0,6.6,14829.4,79.5,0,57.5,0,93,8.6,93,0.1,85128.7,479153,0.7,0.7,0.9,17.6
84,2006,7,0,6.5,12829.3,79.5,0,57,0,94,8.4,94,0.1,74114.7,466677,0.8,0.7,0.9,17.5
81,2005,73,0,6.4,11792.5,79.5,0,56.5,0,91,8.9,91,0.1,66775.4,4623291,0.8,0.7,0.9,17.6
79.8,2004,77,0,6.2,1009.8,79.5,7,55.9,0,92,9.4,92,0.1,5757.3,459191,0.8,0.7,0.9,17.5
79.4,2003,78,0,6,880.7,79.5,8,55.3,0,92,9.9,92,0.1,5111.7,4564855,0.8,0.7,0.9,17.1
78.9,2002,81,0,5.9,749.7,79.5,5,54.6,0,93,9.6,93,0.1,4361.2,4538159,0.8,0.7,0.9,17.1
78.8,2001,82,0,5.5,6356.8,79.5,4,54,0,91,8.7,91,0.1,38549.6,4513751,0.8,0.7,0.9,17.5
78.5,2000,85,0,5.7,6191.2,79.5,0,53.3,0,91,8.3,9,0.1,38146.7,449967,0.8,0.7,0.9,17.1
76.6,2015,99,1,4.3,0,99,0,54.6,1,99,6.1,99,0.1,16627.4,13452239.1,7.1,6.9,0.8,13.7
76.4,2014,11,1,0.4,166.2,99,0,53.5,1,99,3.6,99,0.1,2458.5,13452239.1,7.1,6.9,0.8,13.7
76.2,2013,12,1,0.5,1154.9,98,0,52.8,1,99,2.8,98,0.1,21268.8,13452239.1,7,6.8,0.8,13.7
76,2012,14,1,0.5,1055.8,98,13,52.3,1,99,2.5,98,0.1,22134.9,13452239.1,7,6.8,0.8,13.7
75.8,2011,15,1,0.5,158.3,99,5,52,1,99,2.5,99,0.1,2986.4,13452239.1,6.9,6.8,0.8,13.6
75.6,2010,16,1,0.6,129.2,99,3,51.8,1,99,2.7,99,0.1,1928.7,13452239.1,6.9,6.8,0.8,13.5
75.4,2009,18,1,0.6,1040.6,98,19,51.5,1,96,2.8,98,0.1,16784.3,13452239.1,6.9,6.8,0.8,12.4
75.2,2008,19,1,0.6,123.1,99,18,51.1,1,97,2.1,99,0.1,2275.4,13452239.1,6.9,6.8,0.8,11.9
74.9,2007,113,1,0.6,88.5,99,24,5.6,1,97,2.4,99,0.1,1585.1,13452239.1,7,6.8,0.8,11.5
74.7,2006,115,1,0.6,78.5,99,13,5.1,1,98,2.3,98,0.1,1448.6,13452239.1,7,6.8,0.7,11.6
74.3,2005,118,1,0.6,854,99,25,49.5,1,99,2.6,99,0.1,12377,13452239.1,7,6.8,0.7,11.5
74,2004,122,1,0.6,70.5,99,18,48.9,1,99,3,99,0.1,1129.3,13452239.1,7.1,6.8,0.7,11.5
73.6,2003,127,1,0.6,65.7,99,1,48.1,1,99,3.2,99,0.1,969.8,13452239.1,7.1,6.8,0.7,11.2
73.3,2002,13,1,0.5,585.9,99,5,47.3,1,99,3.2,99,0.1,8629.1,13452239.1,7.1,6.8,0.7,11
72.9,2001,134,1,0.6,564.5,99,15,46.5,1,99,3.8,99,0.1,8476.6,13452239.1,7.1,6.9,0.7,10.7
72.6,2000,138,1,0.4,62.9,99,15,45.9,1,99,3.7,99,0.1,861.2,13452239.1,7.2,6.9,0,10.4
66.4,2015,161,352,4.3,0,72,386,25.4,433,72,6.1,72,0.1,1431.2,18938513,19.2,19.6,0.5,8.1
66.2,2014,162,359,0,62.3,72,1370,24.7,442,72,2.6,72,0.1,1317,185546257,19.4,19.8,0.5,7.8
66,2013,163,365,0,60.2,72,8749,23.9,450,72,2.7,72,0.1,1272.4,181712595,19.6,2,0.5,7.7
65.7,2012,165,369,0,59.7,72,8046,23.2,456,72,2.8,72,0.1,1261.3,177911533,19.8,2.2,0.5,7.6
65.5,2011,167,371,0,57.9,74,4386,22.5,459,75,3.1,74,0.1,1226.2,174184265,2,2.4,0.5,7.5
65.1,2010,172,372,0,0.7,82,4321,21.9,461,82,3.2,82,0.1,14.1,1756182,2.2,2.7,0.5,7.5
64.8,2009,175,371,0,0.7,78,863,21.3,460,7,2.9,71,0.1,16.6,1674958,2.5,2.9,0.5,7.3
64.6,2008,177,369,0,5.4,65,1129,2.6,460,7,3.3,62,0.1,139.3,16364463,2.7,21.1,0.5,7.3
64.4,2007,178,367,0,3.9,75,2801,2.1,459,75,3.4,75,0.1,95.4,16332974,2.8,21.3,0.5,6.7
64.2,2006,179,365,0,40.4,78,7641,19.5,458,77,3.4,78,0.1,873.8,15793993,21,21.5,0.5,6.5
62.9,2005,2,364,0,30.6,7,2981,18.9,459,78,2.9,77,0.1,711.5,15399667,21.2,21.7,0.5,6.1
63.7,2004,183,364,0,29,65,4248,18.4,461,65,2.6,65,0.1,649.8,15783,21.4,21.8,0.5,5.6
63.5,2003,185,366,0,24.2,63,4740,17.9,466,69,2.6,67,0.1,563.6,1477341,21.6,22,0.5,5.6
63.2,2002,187,371,0,22.4,79.5,3903,17.4,474,71,2.8,68,0.1,499.9,144654143,21.8,22.2,0.5,5.5
63,2001,189,377,0,1.8,79.5,3849,16.9,483,68,2.6,65,0.1,51.7,14161437,22,22.4,0.5,5.4
62.8,2000,19,385,0,18.8,79.5,2064,16.4,495,65,2.8,62,0.1,533.9,138523285,22.2,22.6,0.4,5.3
69.3,2013,168.8,0,4.3,344.7,99,0,83.3,0,99,9.3,99,0.1,1932.1,292,0.1,0.1,0.8,14.2
77.8,2015,118,1,4.3,0,73,0,57.8,1,72,6.1,73,0.1,13134.4,3969249,1.9,1.8,0.8,13
77.6,2014,119,1,6.7,1842.5,8,0,57.1,1,8,8.3,8,0.1,12593.7,393986,1.9,1.8,0.8,13
77.5,2013,118,1,6.9,1694.5,8,0,56.3,1,81,8.9,8,0.1,11686,3838462,1.9,1.9,0.8,12.9
77.2,2012,12,1,7,201.7,85,0,55.6,1,87,7.3,85,0.1,1589.8,3772938,1.9,1.9,0.8,12.8
77.3,2011,121,1,6.9,119.2,87,4,54.9,1,91,7.5,87,0.1,927.7,377782,2,1.9,0.8,12.9
76.5,2010,122,1,6.9,1199.3,94,0,54.2,2,95,8.5,94,0.1,7937.3,3643222,2,1.9,0.8,12.8
76.8,2009,127,1,6.9,1092.2,85,0,53.4,2,85,7.6,85,0.1,7429.6,3579385,2,1.9,0.8,12.8
76.5,2008,127,1,6.7,956.8,86,0,52.7,2,86,6.8,86,0.1,6973.9,3516268,2,2,0.8,12.8
76.4,2007,124,1,6.2,76.3,85,0,51.9,2,84,6.3,85,0.2,668.9,345387,2.1,2,0.7,12.9
76.2,2006,125,1,5.7,631.1,88,0,51.1,2,98,7,88,0.1,5348.5,339195,2.1,2,0.7,12.9
75.8,2005,122,1,5.5,623.9,92,0,5.3,2,88,7.5,92,0.1,4916.5,333465,2.1,2.1,0.7,12.9
75.8,2004,123,1,5.7,527.6,95,0,49.5,2,92,8.9,95,0.2,4591.9,3269541,2.2,2.1,0.7,12.8
75.5,2003,126,1,5.5,58.5,98,0,48.6,2,95,7.6,98,0.1,4267.1,329174,2.2,2.2,0.7,12.8
75.7,2002,125,1,5.5,78.8,98,0,47.8,2,99,8.3,99,0.2,4126.1,3149265,2.3,2.2,0.7,12.6
75.5,2001,124,2,5.4,7.3,98,0,46.9,2,95,7.7,99,0.1,446.4,389684,2.3,2.3,0.7,12.4
75.7,2000,121,2,5.6,9.9,79.5,0,45.9,2,99,7.8,98,0.2,46.3,33347,2.4,2.3,0.7,12.1
62.9,2015,275,10,4.3,0,67,38,48.6,12,74,6.1,73,0.6,6938.3,7919825,1.3,1.3,0.5,10
62.7,2014,278,10,0,208.2,67,2299,47.9,13,64,4.3,73,0.7,2182.7,7755785,1.3,1.3,0.5,10
62.4,2013,281,10,0,25.7,73,12,47.2,13,8,4.8,79,0.8,230,7592865,1.3,1.3,0.5,10
62.2,2012,284,10,0,31.6,68,0,46.4,13,81,4.6,74,1,271.3,743836,1.3,1.3,0.5,9.9
62,2011,285,10,0.9,23.4,66,0,45.7,13,69,4.9,72,1,177.9,7269348,1.3,1.3,0.5,9.9
61.8,2010,286,10,0.8,19,56,0,44.9,14,72,4.2,67,1.1,1366.9,718239,1.4,1.3,0.5,9.6
61.6,2009,288,11,0.8,20.5,66,0,44.2,14,79,4.4,73,1.1,1166.7,6947447,1.4,1.3,0.5,9.2
61.4,2008,29,11,0.8,103.7,59,0,43.4,14,76,4.6,63,1.3,1178.7,6787187,1.4,1.3,0.5,8.9
61.1,2007,295,11,0.7,85.7,61,0,42.7,14,72,4.4,71,1.4,956.7,6627922,1.4,1.3,0.5,8.6
68,2006,299,11,0.6,126.6,71,1,41.9,14,67,5.9,72,1.5,854.3,647272,1.4,1.4,0.5,8.2
64,2005,37,11,0.8,12.1,63,1222,41.1,15,61,6.4,72,1.5,77.6,631479,1.4,1.4,0.4,7.9
59.9,2004,314,11,0.6,158,6,1385,4.4,15,59,8.4,62,1.5,637.4,6161517,1.5,1.4,0.4,7.6
59.6,2003,321,11,0.6,124.4,67,3863,39.6,14,62,6.8,68,1.4,588.4,61724,1.5,1.4,0.4,7.2
59.3,2002,327,11,0.6,111,6,17620,38.9,14,54,7.7,61,1.4,511.7,5862316,1.5,1.5,0.4,6.9
59.1,2001,331,11,0.7,93.4,59,4023,38.2,14,52,6.7,55,1.3,539.4,5716152,1.5,1.5,0.4,6.6
58.9,2000,335,11,0.7,62.6,57,7135,37.5,14,51,4,59,1.1,631.9,5572222,1.6,1.5,0.4,6.2
74,2015,146,2,4.3,0,93,0,5.2,3,89,6.1,93,0.2,419.4,6639119,2,1.9,0.7,12.3
73.9,2014,147,3,0,561.8,87,0,49.4,3,83,9.8,87,0.2,4712.8,6552584,2,1.9,0.7,12.3
73.8,2013,148,3,5,573.4,86,0,48.6,3,8,1.5,86,0.2,4480,646574,2,1.9,0.7,12.3
73.6,2012,148,3,5.4,441.8,87,0,47.9,3,83,1.3,87,0.1,3855.5,6379219,2,2,0.7,12.3
73.4,2011,15,3,5.8,472.2,89,0,47.1,3,84,9.4,89,0.1,3988.1,6293783,2.1,2,0.7,12.3
73.2,2010,152,3,5.7,360,89,0,46.4,3,85,9.1,89,0.1,3225.6,629877,2.1,2,0.7,12.4
73,2009,155,3,5.4,30.9,85,0,45.6,3,81,9.1,85,0.1,2599.6,6127837,2.1,2,0.7,12.1
72.7,2008,157,3,6.1,34.7,87,0,44.9,4,85,7.6,89,0.1,360,647117,2.1,2.1,0.7,11.9
72.5,2007,159,3,5.6,318.6,86,0,44.2,4,95,6.4,95,0.1,2312.2,5966159,2.2,2.1,0.6,12
72.3,2006,161,3,5.6,26.2,92,0,43.5,4,98,6.4,98,0.2,189.7,5882796,2.2,2.2,0.6,12.1
72.1,2005,163,3,6.4,20.7,92,0,42.8,4,96,6.7,96,0.2,157.1,5795494,2.3,2.2,0.6,12.3
71.9,2004,165,3,6.2,20.6,9,0,42,4,92,5.8,92,0.2,148.5,57374,2.3,2.2,0.6,12.1
71.7,2003,166,4,6.6,155.4,86,0,41.3,4,86,6,86,0.1,1174.8,56795,2.4,2.3,0.6,12.7
71.5,2002,168,4,5.7,152.8,79.5,0,4.6,4,87,6.8,87,0.1,1148.2,558611,2.4,2.3,0.6,12.2
71.2,2001,17,4,6.7,233.8,79.5,0,39.8,5,9,7.6,89,0.1,1417.3,546624,2.5,2.4,0.6,11.8
79,2000,172,4,6.8,273.6,79.5,0,39.1,5,86,8.1,86,0.1,1545.6,5327,2.5,2.4,0.6,11.6
75.5,2015,123,8,4.3,0,9,4,55.6,10,88,6.1,9,0.1,63.3,31376671,1.1,1.1,0.7,13.4
75.3,2014,125,8,0,973.7,88,0,54.9,10,78,5.5,88,0.1,6491.5,3973354,1.1,1.1,0.7,13.4
75.3,2013,125,8,5.4,946.7,88,0,54.2,11,71,5.2,88,0.1,6583.1,3565716,1.1,1.1,0.7,13.4
74.9,2012,129,9,5.1,886,95,0,53.6,11,94,5.2,95,0.1,6387.8,3158966,1.1,1.1,0.7,13.4
74.5,2011,133,9,4.8,759.5,91,0,52.9,12,91,4.9,91,0.2,5771.6,29759989,1.1,1.1,0.7,13.4
73.7,2010,14,10,4.7,69.4,93,0,52.2,12,92,5.3,93,0.2,522.5,29373646,1.1,1.1,0.7,13.3
73.8,2009,14,10,4.7,570.5,93,0,51.5,13,92,5.4,93,0.3,4166.9,29157,1.2,1.2,0.7,13.3
